id,collection_location,collection_date
seq_141714,intl_source,2020-05-19
seq_155152,intl_source,2020-05-14
seq_146032,domestic,2020-05-18
seq_66127,domestic,2020-04-23
seq_74883,domestic,2020-04-18
seq_83077,domestic,2020-04-12
seq_40123,intl_source,2020-05-03
seq_86124,intl_source,2020-04-10
seq_105624,Imports,2020-06-19
seq_30729,domestic,2020-05-07
seq_31261,domestic,2020-05-06
seq_66747,intl_source,2020-04-22
seq_85305,domestic,2020-04-10
seq_110373,intl_source,2020-06-11
seq_153955,domestic,2020-05-14
seq_95078,domestic,2020-03-27
seq_119086,domestic,2020-06-02
seq_120958,domestic,2020-05-31
seq_84795,domestic,2020-04-11
seq_76549,domestic,2020-04-17
seq_119501,intl_source,2020-06-01
seq_66441,intl_source,2020-04-23
seq_31736,domestic,2020-05-06
seq_5755,domestic,2020-04-26
seq_94418,intl_source,2020-03-29
seq_154603,intl_source,2020-05-14
seq_136363,domestic,2020-05-22
seq_114063,domestic,2020-06-06
seq_66355,intl_source,2020-04-23
seq_1354,domestic,2020-05-22
seq_85583,intl_source,2020-04-10
seq_44138,domestic,2020-05-02
seq_160307,intl_source,2020-05-12
seq_101121,intl_source,2020-07-06
seq_91853,intl_source,2020-04-03
seq_158299,domestic,2020-05-13
seq_23010,domestic,2020-05-09
seq_69267,Imports,2020-04-21
seq_57491,domestic,2020-04-27
seq_68370,domestic,2020-04-22
seq_20470,domestic,2020-05-10
seq_68013,domestic,2020-04-22
seq_135261,domestic,2020-05-23
seq_99083,domestic,2020-03-08
seq_78661,domestic,2020-04-16
seq_3577,domestic,2020-05-05
seq_95805,domestic,2020-03-26
seq_149111,domestic,2020-05-16
seq_153382,domestic,2020-05-15
seq_47949,domestic,2020-04-30
seq_41919,intl_source,2020-05-02
seq_3828,domestic,2020-05-04
seq_104676,domestic,2020-06-22
seq_148380,domestic,2020-05-17
seq_47889,intl_source,2020-04-30
seq_135145,domestic,2020-05-23
seq_20659,intl_source,2020-05-10
seq_7182,intl_source,2020-04-20
seq_96914,domestic,2020-03-22
seq_100211,domestic,2020-07-14
seq_16783,intl_source,2020-05-12
seq_52257,domestic,2020-04-29
seq_109427,intl_source,2020-06-12
seq_57364,intl_source,2020-04-27
seq_97414,intl_source,2020-03-20
seq_129532,intl_source,2020-05-26
seq_1828,domestic,2020-05-11
seq_33898,domestic,2020-05-05
seq_475,intl_source,2020-07-28
seq_142091,Imports,2020-05-19
seq_30290,domestic,2020-05-07
seq_112333,intl_source,2020-06-08
seq_110427,domestic,2020-06-11
seq_40041,domestic,2020-05-03
seq_42831,domestic,2020-05-02
seq_55749,Imports,2020-04-27
seq_135391,domestic,2020-05-22
seq_5764,intl_source,2020-04-26
seq_141411,domestic,2020-05-20
seq_24554,domestic,2020-05-09
seq_158852,domestic,2020-05-13
seq_113524,domestic,2020-06-07
seq_64733,domestic,2020-04-23
seq_7703,intl_source,2020-04-17
seq_102674,intl_source,2020-06-28
seq_22619,domestic,2020-05-10
seq_70284,intl_source,2020-04-21
seq_125259,Imports,2020-05-28
seq_34604,domestic,2020-05-05
seq_95386,intl_source,2020-03-27
seq_26479,domestic,2020-05-08
seq_56721,domestic,2020-04-27
seq_84263,domestic,2020-04-11
seq_49926,domestic,2020-04-30
seq_127438,domestic,2020-05-27
seq_26795,domestic,2020-05-08
seq_18198,intl_source,2020-05-11
seq_124873,intl_source,2020-05-29
seq_1852,intl_source,2020-05-11
seq_145722,domestic,2020-05-18
seq_10116,intl_source,2020-07-06
seq_137684,domestic,2020-05-21
seq_57354,domestic,2020-04-27
seq_87940,intl_source,2020-04-08
seq_102401,domestic,2020-06-30
seq_63559,intl_source,2020-04-24
seq_104059,intl_source,2020-06-24
seq_33179,domestic,2020-05-06
seq_114280,domestic,2020-06-06
seq_40025,domestic,2020-05-03
seq_87268,intl_source,2020-04-09
seq_5114,domestic,2020-04-29
seq_83749,intl_source,2020-04-12
seq_37840,domestic,2020-05-04
seq_49168,intl_source,2020-04-30
seq_130930,intl_source,2020-05-25
seq_46788,domestic,2020-05-01
seq_51577,domestic,2020-04-29
seq_112267,domestic,2020-06-09
seq_105152,domestic,2020-06-21
seq_58293,domestic,2020-04-26
seq_6694,domestic,2020-04-22
seq_110714,domestic,2020-06-11
seq_28224,domestic,2020-05-07
seq_133740,intl_source,2020-05-23
seq_157651,intl_source,2020-05-13
seq_20278,domestic,2020-05-10
seq_92028,Imports,2020-04-03
seq_19699,domestic,2020-05-11
seq_115241,intl_source,2020-06-05
seq_151703,Imports,2020-05-15
seq_158469,intl_source,2020-05-13
seq_61503,intl_source,2020-04-25
seq_43897,domestic,2020-05-02
seq_96815,intl_source,2020-03-22
seq_122909,domestic,2020-05-30
seq_78300,intl_source,2020-04-16
seq_71532,intl_source,2020-04-20
seq_126081,domestic,2020-05-28
seq_75204,domestic,2020-04-18
seq_130865,domestic,2020-05-25
seq_79462,domestic,2020-04-15
seq_12333,domestic,2020-05-30
seq_25154,intl_source,2020-05-09
seq_28927,intl_source,2020-05-07
seq_74754,intl_source,2020-04-18
seq_100992,intl_source,2020-07-07
seq_95977,intl_source,2020-03-25
seq_69713,intl_source,2020-04-21
seq_153325,domestic,2020-05-15
seq_46128,domestic,2020-05-01
seq_115883,intl_source,2020-06-05
seq_26020,domestic,2020-05-08
seq_52411,intl_source,2020-04-29
seq_8418,domestic,2020-04-12
seq_1607,domestic,2020-05-12
seq_87314,intl_source,2020-04-09
seq_47392,intl_source,2020-04-30
seq_6437,domestic,2020-04-24
seq_46455,domestic,2020-05-01
seq_23046,intl_source,2020-05-09
seq_112147,domestic,2020-06-09
seq_97135,intl_source,2020-03-21
seq_150095,domestic,2020-05-16
seq_139930,domestic,2020-05-20
seq_2695,domestic,2020-05-08
seq_34309,domestic,2020-05-05
seq_13296,intl_source,2020-05-24
seq_129649,domestic,2020-05-26
seq_11068,intl_source,2020-06-11
seq_129404,domestic,2020-05-26
seq_118939,domestic,2020-06-02
seq_36905,domestic,2020-05-04
seq_97913,domestic,2020-03-17
seq_14607,intl_source,2020-05-18
seq_8419,intl_source,2020-04-12
seq_33791,domestic,2020-05-05
seq_35425,intl_source,2020-05-05
seq_13303,domestic,2020-05-24
seq_143831,intl_source,2020-05-19
seq_30585,domestic,2020-05-07
seq_112305,intl_source,2020-06-08
seq_133285,domestic,2020-05-24
seq_64724,intl_source,2020-04-23
seq_23943,domestic,2020-05-09
seq_31925,intl_source,2020-05-06
seq_97364,intl_source,2020-03-20
seq_104327,intl_source,2020-06-23
seq_160624,intl_source,2020-05-12
seq_30397,intl_source,2020-05-07
seq_49424,intl_source,2020-04-30
seq_68157,intl_source,2020-04-22
seq_58607,intl_source,2020-04-26
seq_108212,domestic,2020-06-14
seq_129535,intl_source,2020-05-26
seq_66011,intl_source,2020-04-23
seq_141973,intl_source,2020-05-19
seq_13230,domestic,2020-05-24
seq_63690,intl_source,2020-04-24
seq_75777,domestic,2020-04-18
seq_107290,intl_source,2020-06-16
seq_79165,intl_source,2020-04-15
seq_76861,intl_source,2020-04-17
seq_12589,domestic,2020-05-28
seq_53908,Imports,2020-04-28
seq_38945,intl_source,2020-05-04
seq_76374,domestic,2020-04-17
seq_70230,domestic,2020-04-21
seq_113338,domestic,2020-06-07
seq_40757,domestic,2020-05-03
seq_44449,domestic,2020-05-02
seq_7456,domestic,2020-04-18
seq_87781,domestic,2020-04-08
seq_72255,intl_source,2020-04-20
seq_6223,domestic,2020-04-25
seq_639,intl_source,2020-07-24
seq_75070,domestic,2020-04-18
seq_37207,intl_source,2020-05-04
seq_35742,intl_source,2020-05-05
seq_111273,domestic,2020-06-10
seq_48815,domestic,2020-04-30
seq_94698,domestic,2020-03-28
seq_57325,domestic,2020-04-27
seq_146942,intl_source,2020-05-17
seq_156970,intl_source,2020-05-13
seq_105711,Imports,2020-06-19
seq_103025,intl_source,2020-06-27
seq_53742,intl_source,2020-04-28
seq_38704,domestic,2020-05-04
seq_9985,intl_source,2020-02-17
seq_58209,Imports,2020-04-26
seq_99709,intl_source,2020-02-24
seq_115873,intl_source,2020-06-05
seq_50732,intl_source,2020-04-29
seq_127810,domestic,2020-05-27
seq_91472,domestic,2020-04-03
seq_118803,intl_source,2020-06-02
seq_14070,domestic,2020-05-20
seq_2576,intl_source,2020-05-08
seq_12943,intl_source,2020-05-26
seq_150588,domestic,2020-05-16
seq_28457,domestic,2020-05-07
seq_74956,intl_source,2020-04-18
seq_81079,domestic,2020-04-14
seq_92427,intl_source,2020-04-02
seq_20284,intl_source,2020-05-10
seq_85600,intl_source,2020-04-10
seq_55687,domestic,2020-04-27
seq_142518,domestic,2020-05-19
seq_19808,intl_source,2020-05-11
seq_91196,domestic,2020-04-04
seq_135154,intl_source,2020-05-23
seq_7642,intl_source,2020-04-17
seq_64065,domestic,2020-04-24
seq_111993,domestic,2020-06-09
seq_25323,intl_source,2020-05-08
seq_74328,domestic,2020-04-18
seq_153497,intl_source,2020-05-15
seq_110302,domestic,2020-06-11
seq_89166,intl_source,2020-04-06
seq_57754,intl_source,2020-04-26
seq_148269,intl_source,2020-05-17
seq_60505,intl_source,2020-04-25
seq_126465,domestic,2020-05-27
seq_147976,intl_source,2020-05-17
seq_49837,domestic,2020-04-30
seq_15478,domestic,2020-05-14
seq_11878,domestic,2020-06-02
seq_42584,intl_source,2020-05-02
seq_146356,domestic,2020-05-17
seq_19120,domestic,2020-05-11
seq_97635,domestic,2020-03-19
seq_22414,domestic,2020-05-10
seq_43290,intl_source,2020-05-02
seq_71498,domestic,2020-04-20
seq_114135,intl_source,2020-06-06
seq_100796,intl_source,2020-07-09
seq_129384,intl_source,2020-05-26
seq_58769,domestic,2020-04-26
seq_95688,intl_source,2020-03-26
seq_9655,intl_source,2020-03-23
seq_141832,intl_source,2020-05-19
seq_18446,domestic,2020-05-11
seq_68011,domestic,2020-04-22
seq_22195,domestic,2020-05-10
seq_44221,intl_source,2020-05-02
seq_131216,domestic,2020-05-25
seq_831,intl_source,2020-07-20
seq_27493,intl_source,2020-05-08
seq_85481,domestic,2020-04-10
seq_10519,intl_source,2020-06-20
seq_30061,domestic,2020-05-07
seq_3510,intl_source,2020-05-05
seq_82230,intl_source,2020-04-13
seq_51715,intl_source,2020-04-29
seq_62988,domestic,2020-04-24
seq_99572,intl_source,2020-02-28
seq_126616,intl_source,2020-05-27
seq_160058,intl_source,2020-05-12
seq_91108,intl_source,2020-04-04
seq_104003,domestic,2020-06-24
seq_102970,Imports,2020-06-27
seq_10156,domestic,2020-07-04
seq_139417,Imports,2020-05-21
seq_26372,domestic,2020-05-08
seq_154474,domestic,2020-05-14
seq_44108,domestic,2020-05-02
seq_133948,domestic,2020-05-23
seq_153703,domestic,2020-05-14
seq_159873,intl_source,2020-05-12
seq_120087,intl_source,2020-06-01
seq_71491,intl_source,2020-04-20
seq_140309,intl_source,2020-05-20
seq_75428,intl_source,2020-04-18
seq_60052,intl_source,2020-04-25
seq_96600,domestic,2020-03-23
seq_105177,Imports,2020-06-21
seq_152384,domestic,2020-05-15
seq_135765,domestic,2020-05-22
seq_140371,intl_source,2020-05-20
seq_34299,intl_source,2020-05-05
seq_111899,intl_source,2020-06-09
seq_21421,domestic,2020-05-10
seq_101621,domestic,2020-07-03
seq_7414,domestic,2020-04-19
seq_125153,domestic,2020-05-28
seq_1447,domestic,2020-05-18
seq_145631,intl_source,2020-05-18
seq_79939,intl_source,2020-04-15
seq_132647,intl_source,2020-05-24
seq_71805,domestic,2020-04-20
seq_70309,intl_source,2020-04-21
seq_62259,domestic,2020-04-25
seq_81173,intl_source,2020-04-14
seq_121025,domestic,2020-05-31
seq_83226,intl_source,2020-04-12
seq_1586,domestic,2020-05-13
seq_35404,intl_source,2020-05-05
seq_71120,intl_source,2020-04-20
seq_51299,domestic,2020-04-29
seq_5041,Imports,2020-04-29
seq_82964,intl_source,2020-04-13
seq_26390,domestic,2020-05-08
seq_18115,intl_source,2020-05-11
seq_1214,intl_source,2020-05-31
seq_94956,domestic,2020-03-28
seq_88470,intl_source,2020-04-07
seq_117550,Imports,2020-06-03
seq_61055,intl_source,2020-04-25
seq_85965,intl_source,2020-04-10
seq_147222,domestic,2020-05-17
seq_114023,domestic,2020-06-07
seq_112516,intl_source,2020-06-08
seq_79890,intl_source,2020-04-15
seq_139043,domestic,2020-05-21
seq_60680,intl_source,2020-04-25
seq_63095,intl_source,2020-04-24
seq_40065,intl_source,2020-05-03
seq_38351,intl_source,2020-05-04
seq_135734,intl_source,2020-05-22
seq_119505,domestic,2020-06-01
seq_126784,domestic,2020-05-27
seq_150202,intl_source,2020-05-16
seq_6720,domestic,2020-04-22
seq_93285,Imports,2020-03-31
seq_80341,intl_source,2020-04-15
seq_13377,intl_source,2020-05-23
seq_135733,domestic,2020-05-22
seq_91690,domestic,2020-04-03
seq_18591,intl_source,2020-05-11
seq_49519,intl_source,2020-04-30
seq_70172,intl_source,2020-04-21
seq_36107,intl_source,2020-05-05
seq_137009,intl_source,2020-05-22
seq_156216,domestic,2020-05-14
seq_142160,domestic,2020-05-19
seq_109321,domestic,2020-06-12
seq_67189,intl_source,2020-04-22
seq_88482,domestic,2020-04-07
seq_47818,domestic,2020-04-30
seq_11316,domestic,2020-06-07
seq_146848,domestic,2020-05-17
seq_133166,domestic,2020-05-24
seq_158848,domestic,2020-05-13
seq_42652,domestic,2020-05-02
seq_23788,domestic,2020-05-09
seq_39535,domestic,2020-05-03
seq_39396,domestic,2020-05-03
seq_91327,intl_source,2020-04-04
seq_68822,intl_source,2020-04-21
seq_24725,intl_source,2020-05-09
seq_104648,intl_source,2020-06-22
seq_3470,intl_source,2020-05-05
seq_60785,domestic,2020-04-25
seq_64085,intl_source,2020-04-24
seq_24703,domestic,2020-05-09
seq_41640,domestic,2020-05-03
seq_4607,intl_source,2020-05-01
seq_56387,intl_source,2020-04-27
seq_43912,intl_source,2020-05-02
seq_67957,intl_source,2020-04-22
seq_19386,domestic,2020-05-11
seq_51208,intl_source,2020-04-29
seq_153036,intl_source,2020-05-15
seq_82200,domestic,2020-04-13
seq_2868,domestic,2020-05-07
seq_53260,Imports,2020-04-28
seq_118039,intl_source,2020-06-03
seq_25754,intl_source,2020-05-08
seq_41082,intl_source,2020-05-03
seq_2544,domestic,2020-05-08
seq_65120,domestic,2020-04-23
seq_101899,intl_source,2020-07-02
seq_24038,intl_source,2020-05-09
seq_116516,domestic,2020-06-04
seq_63549,domestic,2020-04-24
seq_51172,domestic,2020-04-29
seq_116734,intl_source,2020-06-04
seq_92513,domestic,2020-04-02
seq_21715,domestic,2020-05-10
seq_62332,intl_source,2020-04-24
seq_83356,intl_source,2020-04-12
seq_44206,domestic,2020-05-02
seq_95495,domestic,2020-03-26
seq_129773,intl_source,2020-05-25
seq_152002,intl_source,2020-05-15
seq_91225,domestic,2020-04-04
seq_33961,intl_source,2020-05-05
seq_28348,domestic,2020-05-07
seq_157057,domestic,2020-05-13
seq_38171,intl_source,2020-05-04
seq_89147,intl_source,2020-04-06
seq_111406,intl_source,2020-06-10
seq_23037,domestic,2020-05-09
seq_12,domestic,2020-09-11
seq_29141,intl_source,2020-05-07
seq_152123,intl_source,2020-05-15
seq_52269,intl_source,2020-04-29
seq_73622,intl_source,2020-04-19
seq_150124,domestic,2020-05-16
seq_115189,domestic,2020-06-05
seq_20795,domestic,2020-05-10
seq_59735,domestic,2020-04-26
seq_117999,domestic,2020-06-03
seq_16223,intl_source,2020-05-12
seq_103927,intl_source,2020-06-24
seq_63126,intl_source,2020-04-24
seq_65436,domestic,2020-04-23
seq_60282,domestic,2020-04-25
seq_154525,intl_source,2020-05-14
seq_103041,domestic,2020-06-27
seq_51034,intl_source,2020-04-29
seq_72063,intl_source,2020-04-20
seq_138440,intl_source,2020-05-21
seq_141100,intl_source,2020-05-20
seq_133176,intl_source,2020-05-24
seq_73881,domestic,2020-04-19
seq_61800,domestic,2020-04-25
seq_87341,domestic,2020-04-09
seq_117006,domestic,2020-06-04
seq_80889,intl_source,2020-04-14
seq_90958,domestic,2020-04-04
seq_29685,Imports,2020-05-07
seq_100659,intl_source,2020-07-10
seq_150400,intl_source,2020-05-16
seq_75008,domestic,2020-04-18
seq_112145,domestic,2020-06-09
seq_35741,intl_source,2020-05-05
seq_139090,domestic,2020-05-21
seq_23249,intl_source,2020-05-09
seq_72757,domestic,2020-04-19
seq_155863,intl_source,2020-05-14
seq_51065,domestic,2020-04-29
seq_125842,domestic,2020-05-28
seq_129256,intl_source,2020-05-26
seq_157657,intl_source,2020-05-13
seq_88776,domestic,2020-04-07
seq_74207,Imports,2020-04-19
seq_9224,intl_source,2020-04-02
seq_84568,intl_source,2020-04-11
seq_42097,domestic,2020-05-02
seq_106332,domestic,2020-06-18
seq_53581,domestic,2020-04-28
seq_3836,intl_source,2020-05-04
seq_154832,intl_source,2020-05-14
seq_97922,intl_source,2020-03-17
seq_93070,Imports,2020-04-01
seq_25038,intl_source,2020-05-09
seq_1716,intl_source,2020-05-11
seq_146595,domestic,2020-05-17
seq_156256,domestic,2020-05-14
seq_13738,intl_source,2020-05-22
seq_134206,domestic,2020-05-23
seq_21594,intl_source,2020-05-10
seq_103251,intl_source,2020-06-26
seq_134515,domestic,2020-05-23
seq_72479,intl_source,2020-04-20
seq_134887,domestic,2020-05-23
seq_105369,intl_source,2020-06-20
seq_85276,intl_source,2020-04-11
seq_53578,intl_source,2020-04-28
seq_97775,intl_source,2020-03-18
seq_2941,intl_source,2020-05-07
seq_128778,domestic,2020-05-26
seq_54286,intl_source,2020-04-28
seq_74276,domestic,2020-04-18
seq_2059,intl_source,2020-05-10
seq_141789,Imports,2020-05-19
seq_113595,intl_source,2020-06-07
seq_112796,domestic,2020-06-08
seq_111921,domestic,2020-06-09
seq_11087,domestic,2020-06-10
seq_38422,domestic,2020-05-04
seq_96347,intl_source,2020-03-24
seq_146001,intl_source,2020-05-18
seq_14410,domestic,2020-05-18
seq_379,intl_source,2020-07-31
seq_110052,intl_source,2020-06-11
seq_132607,domestic,2020-05-24
seq_154605,domestic,2020-05-14
seq_103292,domestic,2020-06-26
seq_150551,domestic,2020-05-16
seq_108418,domestic,2020-06-14
seq_140090,domestic,2020-05-20
seq_124249,intl_source,2020-05-29
seq_27095,intl_source,2020-05-08
seq_36579,intl_source,2020-05-04
seq_73113,domestic,2020-04-19
seq_16236,domestic,2020-05-12
seq_130870,domestic,2020-05-25
seq_14784,domestic,2020-05-17
seq_12776,domestic,2020-05-27
seq_132307,domestic,2020-05-24
seq_10236,domestic,2020-06-30
seq_153337,domestic,2020-05-15
seq_101337,intl_source,2020-07-05
seq_55485,domestic,2020-04-27
seq_128582,domestic,2020-05-26
seq_3645,domestic,2020-05-05
seq_128879,domestic,2020-05-26
seq_139119,intl_source,2020-05-21
seq_69958,domestic,2020-04-21
seq_116429,intl_source,2020-06-04
seq_145990,intl_source,2020-05-18
seq_50021,intl_source,2020-04-29
seq_140423,intl_source,2020-05-20
seq_45127,domestic,2020-05-01
seq_11265,domestic,2020-06-08
seq_119080,intl_source,2020-06-02
seq_97685,domestic,2020-03-18
seq_86092,domestic,2020-04-10
seq_41772,domestic,2020-05-03
seq_58330,intl_source,2020-04-26
seq_25532,intl_source,2020-05-08
seq_89751,intl_source,2020-04-06
seq_102591,domestic,2020-06-29
seq_76246,intl_source,2020-04-17
seq_62122,domestic,2020-04-25
seq_11834,domestic,2020-06-02
seq_151286,domestic,2020-05-15
seq_67391,intl_source,2020-04-22
seq_81463,intl_source,2020-04-14
seq_17349,domestic,2020-05-11
seq_15088,intl_source,2020-05-16
seq_51180,domestic,2020-04-29
seq_23254,intl_source,2020-05-09
seq_115306,domestic,2020-06-05
seq_144978,intl_source,2020-05-18
seq_121248,intl_source,2020-05-31
seq_542,intl_source,2020-07-26
seq_3975,domestic,2020-05-03
seq_108799,domestic,2020-06-13
seq_84273,intl_source,2020-04-11
seq_37647,domestic,2020-05-04
seq_22055,intl_source,2020-05-10
seq_118594,domestic,2020-06-02
seq_84366,intl_source,2020-04-11
seq_100955,intl_source,2020-07-08
seq_1809,domestic,2020-05-11
seq_39836,domestic,2020-05-03
seq_146127,intl_source,2020-05-18
seq_137716,intl_source,2020-05-21
seq_74411,intl_source,2020-04-18
seq_96505,Imports,2020-03-23
seq_157907,domestic,2020-05-13
seq_13737,domestic,2020-05-22
seq_56360,intl_source,2020-04-27
seq_23388,domestic,2020-05-09
seq_82157,intl_source,2020-04-13
seq_128058,domestic,2020-05-26
seq_1654,domestic,2020-05-12
seq_55087,intl_source,2020-04-27
seq_125217,domestic,2020-05-28
seq_158665,domestic,2020-05-13
seq_82904,domestic,2020-04-13
seq_125089,intl_source,2020-05-28
seq_53589,intl_source,2020-04-28
seq_78418,domestic,2020-04-16
seq_89344,intl_source,2020-04-06
seq_117222,intl_source,2020-06-03
seq_85705,intl_source,2020-04-10
seq_21259,intl_source,2020-05-10
seq_56561,intl_source,2020-04-27
seq_21732,intl_source,2020-05-10
seq_44920,domestic,2020-05-01
seq_148323,domestic,2020-05-17
seq_4641,intl_source,2020-05-01
seq_23785,intl_source,2020-05-09
seq_10153,domestic,2020-07-04
seq_48309,intl_source,2020-04-30
seq_38266,intl_source,2020-05-04
seq_94144,intl_source,2020-03-30
seq_128217,domestic,2020-05-26
seq_46651,intl_source,2020-05-01
seq_75082,domestic,2020-04-18
seq_20552,intl_source,2020-05-10
seq_135321,domestic,2020-05-23
seq_16498,intl_source,2020-05-12
seq_30511,domestic,2020-05-07
seq_43648,domestic,2020-05-02
seq_81242,Imports,2020-04-14
seq_7008,domestic,2020-04-21
